Portion,Recession,RealEstate,Default
0.9,0,0,0
0.5,0,0,0
0.5,0,0,1
0.865696,0,0,0
0.5,0,0,1
0.5,0,0,0
0.5,0,0,0
0.8,0,1,0
0.5,0,0,0
0.85,0,0,1
0.5,0,0,0
0.5,0,0,0
0.85,0,0,0
0.75,0,1,0
0.5,0,0,0
0.5,0,0,1
0.5,0,0,0
0.75,0,1,0
0.75,0,1,0
0.75,0,1,0
0.7,0,0,0
0.75,0,1,0
0.75,0,0,0
0.5,0,0,1
0.75,0,1,0
0.5,0,0,1
0.75,0,1,0
0.5,0,0,0
0.75,0,1,0
0.7,0,0,0
1,0,1,0
0.85,1,0,1
0.75,0,0,0
1,0,1,0
0.5,0,0,0
0.75,0,1,0
1,0,1,0
0.75,0,1,0
1,0,1,0
0.5,0,0,0
0.75,0,1,0
0.5,0,0,1
1,0,1,0
0.5,1,0,0
0.5,0,0,0
0.75,0,1,0
0.5,0,0,0
0.85,0,0,0
0.5,0,0,0
0.75,0,1,0
1,0,1,0
0.5,0,0,1
0.75,0,0,0
0.85,0,0,0
0.5,0,0,0
0.75,0,1,0
0.85,0,0,1
1,0,1,0
0.5,0,0,0
0.5,0,0,1
1,0,1,0
0.85,0,0,0
1,0,1,0
0.5,0,0,0
0.5,0,0,0
0.75,0,1,0
0.75,0,0,0
1,0,1,0
0.5,0,0,1
0.75,0,1,0
0.5,0,0,0
0.5,0,0,1
0.5,0,0,0
0.75,0,0,0
0.5,0,0,0
0.5,0,0,0
0.5,0,0,1
0.5,0,0,0
1,0,1,0
0.5,1,0,0
1,0,1,0
0.726109638,0,1,0
0.85,0,0,0
0.75,0,1,0
0.5,0,0,0
1,0,1,0
0.5,0,0,0
0.5,0,0,0
0.85,0,0,0
0.5,0,0,0
0.85,0,0,0
0.75,0,1,0
0.5,1,0,1
0.85,0,0,0
0.75,0,0,0
0.5,1,0,1
0.5,1,0,1
0.85,0,0,0
0.75,0,1,0
0.5,0,0,0
0.85,0,0,0
0.85,0,0,1
0.75,1,0,1
0.85,0,0,0
0.85,0,0,0
0.7,0,1,0
0.5,0,0,0
0.75,0,0,0
0.75,0,1,0
0.5,0,0,0
0.75,0,1,0
0.5,1,0,0
0.75,0,1,0
0.85,0,0,1
1,0,1,0
0.5,0,0,0
0.5,0,0,0
0.5,1,0,1
0.5,1,0,1
0.75,0,1,0
0.5,0,0,1
0.75,0,1,0
0.7,0,0,0
0.75,0,0,0
0.75,0,0,1
0.5,0,0,1
0.5,0,0,0
0.5,0,0,0
0.85,1,0,0
0.85,1,0,1
0.5,0,0,0
0.5,0,0,0
0.75,0,1,0
0.5,0,0,0
0.75,0,0,0
0.5,0,0,0
0.5,0,0,0
0.85,0,1,0
0.7,0,0,0
0.5,1,0,0
0.5,0,0,0
0.75,0,0,0
0.5,0,0,1
0.5,0,0,0
0.85,0,0,0
0.75,0,0,0
0.85,0,0,0
0.5,1,0,0
0.5,0,0,0
0.75,0,0,1
0.75,0,0,0
0.75,1,0,0
0.5,0,0,0
0.5,1,0,0
0.75,0,0,0
0.75,0,1,0
0.5,0,0,1
0.75,0,1,0
0.85,0,0,0
1,0,1,0
0.5,0,0,0
1,0,1,0
1,0,1,0
0.75,0,0,0
0.5,0,0,0
0.5,0,0,0
0.75,0,0,0
0.75,0,1,0
0.5,0,0,0
0.75,0,1,0
0.85,0,0,1
1,0,1,0
1,0,1,0
0.5,0,0,0
0.75,0,0,0
0.5,0,0,1
0.5,0,0,0
0.5,0,0,0
0.5,0,0,0
0.5,0,0,0
0.5,0,0,1
0.75,0,1,0
1,0,1,0
0.5,0,0,0
0.5,0,0,0
1,0,1,0
1,0,1,0
0.5,0,0,0
1,0,1,0
0.85,0,1,0
0.5,1,0,1
0.75,0,1,0
0.5,1,0,1
0.85,0,1,0
0.75,0,1,0
0.5,0,0,1
0.5,0,0,0
0.75,0,1,0
0.653589543,0,1,0
0.5,0,0,0
0.75,0,1,0
0.5,0,0,1
0.5,0,0,0
0.5,0,0,0
0.5,1,0,1
0.5,1,0,1
0.5,0,0,0
0.5,1,0,1
1,0,1,0
0.85,0,0,0
1,0,1,0
0.75,0,1,0
1,0,1,0
1,0,1,0
0.5,0,0,0
0.5,0,0,1
0.5,0,0,1
0.5,0,0,0
0.75,0,0,0
0.5,0,0,0
0.9,0,0,0
0.5,0,0,0
0.5,1,0,0
0.75,0,0,1
0.5,0,0,1
0.5,1,0,1
0.5,0,0,0
0.5,0,0,1
0.5,0,0,0
0.5,0,0,1
0.75,0,1,0
0.722019495,0,1,0
1,0,1,0
0.5,0,0,0
0.5,0,0,1
0.5,0,0,1
0.5,1,0,1
1,0,1,0
0.5,0,0,1
0.85,0,0,1
0.5,0,0,0
0.85,0,0,0
1,0,1,0
0.5,0,0,1
0.9,0,0,0
0.75,0,1,0
0.5,0,0,1
0.5,0,0,0
0.5,0,0,0
0.85,0,0,0
0.5,0,0,0
0.7,0,1,0
1,0,1,0
0.85,0,0,1
1,0,1,0
0.5,0,0,1
0.5,0,0,0
1,0,1,0
0.85,0,0,0
1,0,1,0
1,0,1,0
0.75,0,0,0
0.5,1,0,0
0.5,0,0,0
0.75,1,0,1
0.5,0,0,0
0.5,0,0,1
0.5,0,0,0
0.5,0,0,0
0.75,0,1,0
0.5,0,0,0
1,0,1,0
1,0,1,0
0.75,0,1,0
0.85,0,0,0
0.75,0,0,1
0.5,0,0,0
0.5,0,0,0
0.85,0,0,0
0.5,0,0,0
0.5,0,0,0
0.5,0,0,0
1,0,1,0
1,0,1,0
0.5,0,0,0
0.5,0,0,0
0.5,0,0,1
0.75,0,0,0
0.75,0,1,0
0.5,0,0,0
0.75,0,0,0
0.75,0,1,0
0.5,0,0,0
1,0,1,0
0.85,0,0,0
0.5,0,0,0
0.5,0,0,1
0.5,0,0,1
0.5,0,0,0
0.85,0,1,0
1,0,1,0
0.5,0,0,1
1,0,1,0
0.75,0,1,0
1,0,1,0
0.5,1,0,0
0.5,0,0,0
0.5,1,0,1
0.5,1,0,1
0.5,0,0,0
0.5,0,0,0
0.5,0,0,1
0.5,1,0,1
0.5,0,0,0
1,0,1,0
0.5,0,0,0
0.75,0,1,0
0.75,0,1,0
0.5,0,0,0
0.5,0,0,0
0.75,0,1,0
0.75,0,1,0
0.75,0,1,0
0.75,0,1,0
0.5,0,0,1
0.5,0,0,0
0.75,0,0,1
0.5,1,0,0
0.75,0,1,0
0.75,0,1,0
0.5,0,0,0
0.5,0,0,0
0.5,0,0,1
1,0,1,0
0.5,1,0,1
1,0,1,0
0.5,0,0,0
0.75,0,1,0
0.5,0,0,1
0.5,0,0,0
0.75,0,0,0
1,0,1,0
0.75,0,1,0
0.75,0,0,1
0.75,0,1,0
0.5,0,0,0
0.5,0,0,0
0.75,0,1,0
0.5,0,0,1
0.75,0,0,0
0.5,0,0,0
1,0,1,0
0.5,0,0,0
0.85,0,1,0
1,0,1,0
0.5,0,0,0
0.5,0,0,0
0.5,1,0,1
0.5,0,0,0
0.75,0,1,0
0.5,1,0,0
0.5,0,0,0
0.5,0,0,0
1,0,1,0
0.5,0,0,0
0.5,0,0,0
0.75,0,0,0
0.9,0,0,0
0.5,0,0,1
0.5,0,0,0
0.5,0,0,1
0.5,0,0,0
0.5,0,0,1
1,0,1,0
0.75,0,1,0
0.5,0,0,0
0.5,0,0,1
0.5,0,0,1
0.5,0,0,0
0.5,0,0,0
0.75,0,0,0
0.85,0,1,0
1,0,1,0
0.5,0,0,0
0.5,0,0,0
0.5,0,0,0
0.75,0,1,0
0.75,0,0,0
0.5,0,0,0
0.9,0,0,0
0.7,0,1,0
0.75,0,0,0
0.7,0,1,0
0.75,0,1,0
0.5,0,0,0
0.5,0,0,0
1,0,1,0
0.5,0,0,1
0.5,0,0,0
0.5,1,0,1
0.75,0,1,0
0.5,0,0,0
0.75,0,1,0
0.75,0,1,0
0.75,0,1,0
0.75,0,1,0
1,0,1,0
0.5,0,0,0
0.5,0,0,0
0.5,0,1,0
1,0,1,0
1,0,1,0
0.9,0,0,0
1,0,1,0
0.5,0,0,0
0.7,0,1,0
0.5,0,0,0
0.5,0,0,0
0.75,0,1,0
0.9,0,0,0
0.75,0,0,0
0.5,0,0,0
0.75,0,0,1
0.5,0,0,0
0.5,0,0,0
0.75,0,1,0
0.85,0,0,1
0.5,0,0,0
0.75,0,1,0
0.5,1,0,1
0.9,0,0,0
0.85,0,0,0
0.5,0,0,0
0.75,0,1,0
1,0,1,0
0.5,0,0,0
0.75,0,1,0
0.85,0,0,0
0.75,0,0,0
0.5,0,0,0
0.75,0,1,0
1,0,1,0
0.5,0,0,0
1,0,1,0
1,0,1,0
1,0,1,0
0.85,0,0,0
0.9,0,0,0
1,0,1,0
0.75,0,1,0
0.5,0,0,0
0.9,0,0,0
0.75,0,1,0
1,0,1,0
0.5,0,0,0
0.75,0,1,0
0.849998191,0,0,0
0.7,0,1,0
0.5,0,0,1
0.5,0,0,0
0.75,0,1,0
0.85,0,0,0
0.75,0,0,0
0.9,0,0,0
0.75,0,1,0
0.5,0,0,0
0.9,0,0,0
0.75,0,1,0
1,0,1,0
1,0,1,0
0.5,1,0,0
0.9,0,0,0
0.75,0,0,1
1,0,1,0
0.75,0,0,0
1,0,1,0
0.9,0,0,0
1,0,1,0
0.75,0,0,0
0.5,0,0,0
0.85,0,0,1
0.9,0,0,0
0.85,0,0,0
0.75,0,1,0
0.5,0,0,1
0.5,0,0,0
0.7,0,0,0
0.75,0,1,0
0.75,0,1,0
1,0,1,0
0.9,0,0,0
1,0,1,0
0.5,0,0,0
0.75,0,1,1
0.5,0,0,1
0.799987434,0,0,0
1,0,1,0
0.75,0,0,0
1,0,1,0
0.5,0,0,0
0.5,0,0,0
0.75,0,1,0
1,0,1,0
0.5,0,0,0
0.75,0,0,1
1,0,1,0
0.8,0,0,1
1,0,1,0
1,0,1,0
1,0,1,0
0.5,0,0,0
0.5,0,0,0
0.8,0,0,0
1,0,1,0
1,0,1,0
1,0,1,0
0.382369333,0,0,0
0.75,0,1,0
1,0,1,0
0.5,0,0,0
0.5,0,0,0
0.5,0,0,1
0.5,0,0,0
0.75,0,1,0
1,0,1,0
1,0,1,0
0.5,0,0,0
0.5,0,0,0
1,0,1,0
0.75,0,1,0
0.5,0,0,0
1,0,1,0
0.75,0,1,0
0.5,0,0,1
0.85,0,0,1
1,0,1,0
0.5,0,0,1
0.75,0,0,0
0.75,0,0,0
0.75,0,0,0
0.75,0,0,0
0.5,0,0,0
0.5,0,0,0
0.85,0,1,0
0.75,0,0,1
0.5,0,0,0
0.75,0,0,0
1,0,1,0
0.5,0,0,0
1,0,1,0
0.85,0,0,1
1,0,1,0
0.75,0,0,0
0.5,0,0,1
1,0,1,0
0.5,0,0,0
0.8,0,0,0
0.5,0,0,0
0.5,1,0,1
0.75,0,1,0
0.75,0,1,0
1,0,1,0
1,0,1,0
1,0,1,0
0.75,0,1,0
1,0,1,0
0.5,0,0,0
0.5,0,0,0
0.5,0,0,0
0.75,0,0,0
1,0,1,0
0.5,0,0,1
0.5,0,0,1
0.5,0,0,0
0.5,0,0,1
0.5,0,0,0
0.5,0,0,1
0.5,0,0,1
1,0,1,0
0.75,0,1,0
0.5,1,0,1
0.75,0,1,0
1,0,1,0
0.75,0,0,1
0.75,0,0,0
0.75,0,0,1
0.5,0,0,0
0.75,0,1,0
0.5,0,0,0
0.85,0,0,0
0.75,0,1,1
1,0,1,0
1,0,1,0
0.75,0,0,1
1,0,1,0
0.75,0,1,1
0.75,0,1,0
1,0,1,0
1,0,1,0
1,0,1,0
1,0,1,0
0.5,0,0,0
0.5,0,0,1
0.5,0,0,1
0.85,0,0,0
0.75,0,0,0
1,0,1,0
1,0,1,0
0.5,0,0,0
0.75,0,1,0
0.5,1,0,1
0.75,0,1,0
0.75,0,1,0
0.75,0,1,0
0.5,0,0,0
0.5,0,0,0
0.75,0,1,0
0.5,0,0,1
1,0,1,0
0.75,0,1,0
0.75,0,0,0
0.5,0,0,0
0.5,0,0,0
0.5,1,0,1
0.7,0,0,0
0.5,0,0,0
0.75,0,0,0
0.8,0,0,0
0.8,0,0,0
1,0,1,0
0.75,0,0,1
0.75,0,0,0
0.75,0,0,0
0.5,0,0,0
0.5,0,0,0
1,0,1,0
1,0,1,0
0.5,1,0,1
0.75,0,0,1
0.85,0,0,0
1,0,1,0
0.5,0,0,0
0.5,0,0,0
0.5,0,0,1
0.5,0,0,1
0.85,0,0,0
0.8,0,0,0
1,0,1,0
0.5,0,0,0
0.5,0,0,0
0.75,0,0,1
0.75,0,0,1
0.5,1,0,1
1,0,1,0
0.58,0,1,0
0.5,0,0,0
0.5,0,0,0
1,0,1,0
0.5,0,0,1
0.5,0,0,1
0.75,0,0,0
0.75,0,1,0
0.75,0,0,0
0.85,0,0,1
0.75,0,0,0
0.8,0,0,0
0.5,0,0,0
0.5,0,0,0
0.75,0,1,0
0.5,0,0,1
0.5,1,0,1
0.5,0,0,1
0.5,0,0,0
0.5,0,0,0
1,0,1,0
1,0,1,0
0.5,0,0,0
0.8,0,1,0
0.8,0,0,0
0.75,0,0,0
0.5,0,0,0
